job-D:11,job-D:al,job-D:am,job-D:ax,job-D:bf,job-D:by,job-D:cv,job-D:de,job-D:dz,job-D:e2,job-D:f8,job-D:gj,job-D:gv,job-D:kd,job-D:ke,job-D:kl,job-D:kp,job-D:ks,job-D:kw,job-D:mm,job-D:nb,job-D:nn,job-D:ob,job-D:pe,job-D:po,job-D:pq,job-D:pz,job-D:qp,job-D:qw,job-D:rn,job-D:sa,job-D:vv,job-D:zz,area-D:a,area-D:b,area-D:c,area-D:d,income,aspect,subscriptions-D:0,subscriptions-D:1,subscriptions-D:2,subscriptions-D:3,subscriptions-D:4,subscriptions-D:5,dist_healthy,save_rate,dist_unhealthy,age,pop_dense,retail_dense,crime,product-D:a,product-D:b,product-D:c,product-D:d,product-D:e,product-D:f,product-D:g
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.38874338286116344,-0.8621288037962832,1,0,0,0,0,0,-0.05790437157127065,-0.19857108112478244,-0.22236647544825644,0.5842654094294784,-0.023580596720518637,-0.3368690116260045,0.5876351443414826,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.080750365485515,0.025319159027158818,0,1,0,0,0,0,-0.5610697921356378,-0.5424319948003223,-0.11958572666229614,0.8543210643541276,1.0050168700728244,-0.05329838763363182,0.45115162108665946,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.11749706522872144,-0.4587433661492641,0,0,1,0,0,0,-0.0009422484885117274,0.6954672944316214,-0.7661937285182737,1.3944323742034261,-0.48644945677752377,-1.445372359959824,-1.2339242805511008,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.13990714933235815,-1.238621878933501,0,1,0,0,0,0,-0.4423987023798907,-0.25015021817611344,1.1306965465441312,-0.22590155534446932,-0.8464585701551933,-0.25953156871899397,-0.7085770876875638,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.2581049656296655,1.2892601969878188,0,1,0,0,0,0,0.1272225284476949,-1.0066442282623012,0.1464733002583223,-0.49595721026911854,0.6450077566951549,0.9778675177931768,-0.4432348190133826,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.47562466809631043,-0.21671210356105272,0,0,1,0,0,0,-0.7604372229252928,-0.3361154465949984,-0.03241724351470971,1.1243767192787768,0.23356876997781675,-1.0586851454247705,-0.3707994295764652,0,1,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.13133916830008385,-1.0414112205282917,0,0,1,0,0,0,-0.4661329203310403,-0.11260585270589746,-0.3648283993984163,0.044154099580179906,-2.2864950236658745,-1.445372359959824,0.46258878783985685,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.3937193342195813,0.043247400700359824,0,1,0,0,0,0,-1.27309633067012,-0.8175207257407543,-0.5157469672360289,0.5842654094294784,1.0050168700728244,0.07559735054471907,-0.975444311928838,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9883986163237429,0.26735042161537037,0,1,0,0,0,0,1.4753261080729811,1.1940656192611543,0.3344709989870724,0.31420975450482913,1.3135961101108282,0.4365054174441023,0.7378432677001425,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.13830930530764932,1.7912509638374423,0,0,0,1,0,0,-0.7034750998425342,-0.009447578603235491,-1.3204291586805406,-1.8462354848923648,-2.9036535037418796,-0.18219412581198272,-1.3925196595287723,0,1,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.724064560000677,-0.30635331192705684,0,0,1,0,0,0,0.2648809925643616,1.5379265329366942,-0.809777970092067,1.1243767192787768,0.07927914995881552,-1.0844642930604407,-0.8267611441372709,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0127450103783378,0.3569916299813748,0,1,0,0,0,0,-1.073728899880465,-0.6799763602705383,0.6798923762360909,0.044154099580179906,1.4678857301298296,0.6427385985294645,-0.9823066119807565,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.412595264347551,-1.4179042956655095,0,1,0,0,0,0,-0.41866448442874143,-0.5252389491165453,-0.27180531663644,-0.49595721026911854,-0.640739076796525,0.1787139410873998,2.235349634585464,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.1467791153961551,-0.8890211663060845,1,0,0,0,0,0,-0.4661329203310403,-0.7487485430056463,0.4346497034999706,0.31420975450482913,0.23356876997781675,-0.10485668290497217,-0.07648300512751713,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.10699277424548898,1.2444395928048164,0,1,0,0,0,0,-1.073728899880465,-0.7487485430056463,0.2225830952453942,-0.7660128651937678,0.6450077566951549,1.184100698878539,-1.0425423568809298,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.2407287085826361,-0.4497792453126637,0,0,0,1,0,0,-0.4091707972482817,-0.11260585270589746,-1.1883754118226295,1.3944323742034261,-1.3093274302121984,-2.2703050843012713,-0.49965817499582343,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.2808535156595515,-0.17189149937805048,0,0,1,0,0,0,-0.6370192895793159,-0.49085285774899134,0.49839978818999614,1.1243767192787768,0.4907181366761536,-0.7751145214323982,0.9094007689981046,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.0265871134497002,1.0293006927264066,0,1,0,0,0,0,1.9120357183741301,1.0565212537909383,-1.0498165542820628,-1.036068520118417,1.0050168700728244,1.36455473232823,0.4869880769133449,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.4041833299572347,-1.1489806705674968,0,1,0,0,0,0,-1.1306910229632237,-0.9550650912109703,-0.5866526736769763,0.044154099580179906,-0.8978884434948604,-0.4915438974400256,-0.8618351221804099,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.13637299535669117,-0.1808556202146507,0,1,0,0,0,0,0.15095674639884435,1.6238917613555792,1.9600981585827348,0.8543210643541276,0.5935778833554878,-0.4915438974400256,-1.118027657452033,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5814800544031957,1.656789151288436,1,0,0,0,0,0,1.3471613311367743,-2.003840877921367,-0.7694462838596018,0.044154099580179906,0.4392882633364865,0.4622845650797725,-0.6254670092809955,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.9311378471822789,-0.20774798272445222,0,1,0,0,0,0,-0.5041076690528792,0.3172202893885274,-0.7395227747193853,1.1243767192787768,0.4907181366761536,-0.6719979308897172,0.22012085267207052,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.1900417348242989,-0.28842507025385616,0,1,0,0,0,0,0.4405142054028671,0.17967592391831147,-0.3700324879445409,0.8543210643541276,0.5421480100158207,-0.3368690116260045,-0.2213537840013517,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.165695340769704,-1.256550120606702,1,0,0,0,0,0,-0.2762591767218449,-0.11260585270589746,1.6393962019278079,0.044154099580179906,0.2849986433174838,0.1787139410873998,-0.9952687343010469,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.2039820088394297,1.4685426137198272,0,1,0,0,0,0,1.3424144875465445,1.8645944009284572,1.0214106870755155,-1.3061241750430663,-0.023580596720518637,1.029425813064518,0.1377732520490487,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.4945998494956658,0,1,0,0,0,0,-0.670247194710925,-0.38769458364632936,-1.105760506152902,1.1243767192787768,-0.07501047006018571,-0.9555685548820899,-0.2053417505468752,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.6162728637428336,1.5761120637590327,0,0,1,0,0,0,0.041779343823556844,-1.6771730099296038,-1.228707098055095,-1.5761798299677154,-0.6921689501361921,0.8489717796148258,-0.39596119643349964,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.713618144715634,0.03428327986375932,0,1,0,0,0,0,-1.27309633067012,-0.8175207257407543,-0.03436877671950636,0.8543210643541276,0.9535869967331573,-0.2079732734476529,1.052746592304846,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.26154094866156397,0.5900587717329855,0,1,0,0,0,0,1.3519081747270039,0.12809678686698048,2.04596561959379,-0.49595721026911854,1.5193156034694966,1.184100698878539,-0.7047646987698313,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.1120266013020963,1.2713319553146178,0,1,0,0,0,0,-0.9882857152563271,-0.45646676638143735,1.316742712068085,-1.3061241750430663,0.4907181366761536,1.3129964370568898,0.16217254112253673,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.21638231452804124,0.6617717384257893,1,0,0,0,0,0,0.7395653515873493,0.8158186142180602,2.0479171527985867,-0.22590155534446932,1.210736363431494,0.8747509272504961,-0.277014662200246,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.440475812377813,-0.23464034523425373,0,0,0,1,0,0,-0.8221461895982815,0.14528983255075748,-0.26660122809031517,1.3944323742034261,-0.8464585701551933,-2.1929676413942603,-0.9411328116692457,0,0,0,1,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.09121436122316844,0.8858747593407997,0,0,1,0,0,0,-0.41866448442874143,0.7126603401153984,2.550111697499607,-1.8462354848923648,1.1593064900918255,2.0605917184913265,2.19265087870686,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.1379129636832106,1.10997778025581,0,1,0,0,0,0,2.581340664596543,2.036524857766227,-0.6341399816603629,-1.036068520118417,0.9021571233934902,1.36455473232823,0.6059346111465985,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.5035052161265723,1.4595784928832267,0,0,0,1,0,0,0.9057048772453954,2.638281456698422,-0.5638847862876811,-2.3863467947416632,-1.0007481901741946,1.33877558469256,-0.6193671870126235,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.3048035680897077,-0.960734132998888,0,1,0,0,0,0,-0.5610697921356378,-1.0066442282623012,0.9283876043135387,0.5842654094294784,-0.22930009007918695,-0.4142064545330151,0.43742702098282243,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.09315067117412656,-0.4497792453126637,0,1,0,0,0,0,-0.8696146255005801,-0.5596250404840993,0.5972774705663632,0.8543210643541276,0.3364285166571509,-0.4657647498043554,0.33601747577113833,0,1,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.7081301003363984,0.07910388404676154,0,0,0,1,0,0,-0.9550578101247179,-0.6799763602705383,-1.0120869123226595,0.5842654094294784,0.696437630034822,-0.6204396356183769,-0.9136836114615717,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0926561586059194,-1.2117295164236996,0,1,0,0,0,0,-0.3189807690339139,-0.06102671565456648,-0.6009639171788187,0.044154099580179906,-0.5378793301171909,-0.2079732734476529,0.30170597551154593,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.4563121010983229,-0.3422097952734586,0,1,0,0,0,0,0.6351347926022921,1.1081003908422693,0.9518060027710995,1.1243767192787768,0.07927914995881552,-1.0329059977891004,0.4107402985586949,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.04595755614587717,0.23149393826896833,0,1,0,0,0,0,0.0702604053649363,0.0249385127643185,2.010838021907449,0.31420975450482913,1.210736363431494,0.35916797453709176,1.2220166602521687,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.04595755614587717,0.9396594843604016,0,1,0,0,0,0,-1.1306910229632237,-0.6799763602705383,-0.7102497766474346,-0.7660128651937678,1.1593064900918255,1.2872172894212197,-1.2506987917891237,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.9674882053010466,-0.4497792453126637,1,0,0,0,0,0,-0.26676548954138535,-0.6455902689029843,-1.3444980682063663,0.31420975450482913,0.696437630034822,0.2044930887230707,-0.4935583527274514,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.3991495029006274,-0.7187028704106764,0,0,1,0,0,0,0.35032417718849934,2.294420543022882,-1.2657862289462325,1.1243767192787768,-1.5150469235708668,-1.8320595744948773,-0.034546727032459854,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.20437835046386843,-1.1400165497308963,0,0,1,0,0,0,-0.6844877254816147,-0.30172935522744443,-0.47801732527662577,0.044154099580179906,-1.25789755687253,-0.6719979308897172,0.620421689033982,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.43196570704372805,-1.2744783622799027,0,0,1,0,0,0,0.7395653515873493,-0.6627833145867613,0.7117674185811038,-0.22590155534446932,-1.0521780635138616,-0.25953156871899397,0.7622425567736305,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.8110037209340134,0.8679465176675988,0,1,0,0,0,0,-0.5610697921356378,-0.40488762933010636,0.2908867574132791,-1.036068520118417,1.3135961101108282,1.5707879134135923,-0.9510450228553501,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.5397574033015714,0.6707358592623894,1,0,0,0,0,0,0.21266571307183268,-0.7831346343732003,0.10614161402585688,0.044154099580179906,0.9021571233934902,0.5138428603511128,-0.8237112330030849,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.231706510227734,1.6657532721250365,0,0,1,0,0,0,-0.0009422484885117274,1.1424864822098233,-0.8878392982839356,-1.3061241750430663,-1.0007481901741946,0.5396220079867831,-0.5713310866491941,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.16265569936224417,-1.00555473718189,0,0,1,0,0,0,1.6604530080919464,3.9621459743492506,-0.7648927063817427,0.31420975450482913,-1.617906670250201,-1.1875808836031219,-1.0143306788897095,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.5799803813222554,-1.175873033077298,0,1,0,0,0,0,-0.1338538690149484,0.21406201528586544,0.17769783153506963,0.044154099580179906,-0.9493183168345275,-0.4399856021686852,0.42065250974479956,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.9520482582049753,0.09703212571996225,1,0,0,0,0,0,-0.12436018183448898,0.7470464314829522,-0.3511676669648393,0.5842654094294784,1.0050168700728244,0.23027223635874086,0.5266369216577628,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.1606615137130967,-0.25256858690745415,1,0,0,0,0,0,-0.8696146255005801,-0.6971694059543153,-0.5203005447138879,0.8543210643541276,0.6450077566951549,-0.18219412581198272,-0.8267611441372709,0,1,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0683097645513244,1.549219701249231,1,0,0,0,0,0,-1.073728899880465,-0.8003276800569773,-0.4637060817747831,-0.22590155534446932,0.38785838999681943,0.6169594508937942,-0.5774309089175661,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.6093606024334576,-0.5842410578616699,0,1,0,0,0,0,0.5781726695195335,-0.04383366997078948,1.7857611922875616,1.1243767192787768,-0.43501958343785524,-1.1360225883317816,-0.7489884102155281,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.14871542534711324,-0.942805891325687,1,0,0,0,0,0,-0.8458804075494307,-1.0066442282623012,-0.18463683348885332,0.31420975450482913,0.07927914995881552,-0.2079732734476529,-1.1858881801876713,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.1363151196585017,1.3340808011708207,0,0,1,0,0,0,-0.8696146255005801,-0.43927372069766035,-1.0498165542820628,-1.5761798299677154,0.18213889663814967,1.3903338799639005,-0.48974596380971896,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.8839850273996086,0.22252981743236813,0,0,0,0,1,0,-0.8221461895982815,0.05932460413187249,-1.2462708968982652,-0.22590155534446932,0.8507272500538231,-0.10485668290497217,-0.655203642839309,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-0.25660529254872516,0.1956374549225669,0,1,0,0,0,0,-0.5468292613649482,-0.7831346343732003,0.04109050719929971,0.31420975450482913,1.1593064900918255,0.3076096792657514,0.3047558866457317,0,1,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.9965906163452896,0,1,0,0,0,0,-0.0009422484885117274,-0.5424319948003223,-1.169510590842928,0.31420975450482913,-0.28072996341885403,-0.3884273068973449,-0.06885822729205222,0,0,1,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.49653507911900685,-1.1669089122406977,0,1,0,0,0,0,-0.16233493055632783,-0.3533084922787754,-0.439637172248957,0.31420975450482913,-0.17787021673951986,-0.10485668290497217,-0.4760213637058819,0,1,0,0,0,0,0
